ID,Date,Time,Page Name,AVR_Age,product_name,Category,Reaction,Comments,Share ,Location,Review Rating
510,08/08/2022,9:35:00 PM,Sarafan's Boutique,66,Dress,Clothing,935,208,14,Massachusetts,4.2
511,08/08/2022,9:20:00 PM,Little & Misses,66,Shoes,Footwear,5200,4200,694,Wisconsin,3.9
512,08/08/2022,4:20:00 PM,Nurjahan's,49,Pants,Clothing,1200,127,81,Nebraska,2.8
513,08/08/2022,8:37:00 PM,Snigdho Fashion Wear,40,Dress,Clothing,223,60,4,Arizona,2.6
514,08/09/2022,9:51:00 PM,Sarafan's Boutique,49,Jacket,Outerwear,172,20,8,Hawaii,3
515,08/10/2022,11:18:00 PM,Faria Nur,19,Shirt,Clothing,952,193,258,Georgia,2.7
516,08/10/2022,10:28:00 PM,Miss Sweetipie,24,Dress,Clothing,2000,1000,38,Oregon,2.8
517,08/10/2022,4:39:00 PM,Mimosa Boutique,31,Jeans,Clothing,519,46,14,Montana,2.9
518,08/10/2022,4:48:00 PM,Rizvy Jewellers,35,T-shirt,Clothing,4700,3300,317,Georgia,3.8
519,08/11/2022,11:11:00 PM,Clothing Express,65,Sunglasses,Accessories,921,118,35,Rhode Island,4.4
520,08/11/2022,3:26:00 PM,NUVIA,68,Jewelry,Accessories,172,25,19,Tennessee,3.1
521,08/11/2022,10:10:00 PM,Heyza,57,Socks,Clothing,350,49,1,Missouri,3.7
522,08/11/2022,12:46:00 PM,Jhinuk's Collection Exclusive,69,Skirt,Clothing,1200,223,88,Washington,4.9
523,08/11/2022,8:57:00 AM,Nazara by Nishu,45,Pants,Clothing,1700,259,27,Oklahoma,3.8
524,08/12/2022,9:47:00 PM,Sarafan's Boutiques,35,Socks,Clothing,212,68,11,Connecticut,3.4
525,8/14/2022,9:36:00 PM,SelfCare Beauty,36,Sandals,Footwear,280,47,11,Arkansas,4.6
526,8/14/2022,10:27:00 PM,Fashion Zone,55,Belt,Accessories,247,55,5,Missouri,3.2
527,8/14/2022,10:07:00 PM,Aksa Fashion House,66,Sandals,Footwear,1000,164,35,Washington,2.7
528,8/15/2022,8:54:00 PM,Israt Shopping Online,57,Shorts,Clothing,2000,1200,38,Idaho,4.3
529,8/15/2022,9:46:00 PM,Aarombor,18,Handbag,Accessories,719,155,22,Montana,3.8
530,8/16/2022,5:08:00 PM,Gaurav Jewellers,31,Jacket,Outerwear,810,88,3,Montana,4.4
531,8/16/2022,6:43:00 PM,Ofra Collection,50,Sunglasses,Accessories,3000,1100,65,Georgia,3.6
532,8/17/2022,5:32:00 PM,JN Fashion,50,Sneakers,Footwear,419,61,17,Mississippi,3.5
533,8/17/2022,2:17:00 PM,Nemali,61,Sweater,Clothing,1800,573,35,Hawaii,4.2
534,8/17/2022,10:24:00 PM,BlueDotShopping,52,Skirt,Clothing,819,133,55,Ohio,4.7
535,8/17/2022,9:42:00 PM,Fancollectionbd.com,38,Jewelry,Accessories,769,118,23,Virginia,4.8
536,8/18/2022,7:13:00 PM,Wardrobe Collections,67,Blouse,Clothing,3400,151,60,Texas,3.2
537,8/19/2022,10:25:00 PM,Maisha's Raiment,42,Blouse,Clothing,431,74,10,Vermont,3.5
538,8/20/2022,7:23:00 PM,Attire,25,Boots,Footwear,310,55,4,Kansas,4.2
539,8/20/2022,2:23:00 PM,Lisa Online Shop,41,Jeans,Clothing,1000,300,13,California,3.4
540,8/20/2022,3:00:00 PM,Noor Jewellers BD,62,Hoodie,Clothing,2000,462,110,Mississippi,4.7
541,8/20/2022,10:38:00 PM,Sahebbibi,19,Sweater,Clothing,499,164,35,Iowa,3
542,8/22/2022,10:09:00 PM,Banglashoppers,63,Gloves,Accessories,448,118,13,Virginia,4
543,8/22/2022,8:30:00 PM,Sarafan's Boutique,43,Sneakers,Footwear,103,14,1,Maryland,4.6
544,8/22/2022,10:57:00 PM,Clothing Express,68,Sunglasses,Accessories,480,82,10,Missouri,4.9
545,8/22/2022,12:11:00 PM,Reasonable Fashion By Ani,24,Belt,Accessories,3100,827,43,Wisconsin,2.8
546,8/22/2022,8:20:00 AM,Sananda Fashion,27,Sweater,Clothing,596,21,49,Maine,3.2
547,8/22/2022,1:04:00 PM,Wasfi's Collection,61,Gloves,Accessories,1100,314,45,Pennsylvania,2.8
548,8/23/2022,3:33:00 AM,NUVIA,59,Handbag,Accessories,127,78,8,Maine,4.2
549,8/25/2022,8:51:00 PM,S.A Corporation,67,Socks,Clothing,1800,187,13,Missouri,4.8
550,8/25/2022,6:42:00 PM,Gaurav Jewellers,46,Pants,Clothing,381,42,29,Vermont,2.8
551,8/25/2022,8:59:00 PM,Make me Gorgeous,65,Scarf,Accessories,1400,366,69,Wisconsin,4.5
552,8/25/2022,8:25:00 PM,Rose - ???,63,Coat,Outerwear,580,106,20,New Jersey,4.1
553,8/27/2022,3:00:00 PM,Noor Jewellers BD,57,Jacket,Outerwear,3700,531,134,New Mexico,4.3
554,8/27/2022,9:50:00 PM,Sree Jamdani Saree,40,Hoodie,Clothing,318,73,11,Colorado,4.4
555,8/28/2022,10:38:00 PM,Laptica,36,Boots,Footwear,1000,143,27,California,3
556,8/28/2022,11:06:00 PM,Magnificent Mart,67,Socks,Clothing,2400,594,48,Arizona,2.7
557,8/29/2022,8:59:00 PM,Labonno Dress Town,61,Jewelry,Accessories,512,85,16,Indiana,3.3
558,8/29/2022,1:28:00 PM,Skin Solution By Jesmin,64,Shoes,Footwear,684,225,23,Arkansas,4.3
559,8/30/2022,9:30:00 AM,Clothing Express,30,Socks,Clothing,3600,276,268,Nevada,2.9
560,8/31/2022,10:32:00 PM,Chinese Fashion Hub,53,Pants,Clothing,357,56,6,Rhode Island,4.9
561,8/31/2022,5:21:00 PM,Lisa Online Shop,27,Sneakers,Footwear,692,144,6,Wyoming,3.6
562,09/01/2022,7:06:00 PM,Gaurav Jewellers,27,Sunglasses,Accessories,285,44,8,Texas,3.3
563,09/01/2022,12:25:00 PM,Niton Diamond,53,Skirt,Clothing,31,12,10,Washington,3.1
564,09/01/2022,9:11:00 PM,Sananda Fashion,34,Coat,Outerwear,1000,59,48,Rhode Island,2.7
565,09/03/2022,4:46:00 PM,Wardrobe Collections,39,Hoodie,Clothing,328,49,7,Illinois,3.4
566,09/03/2022,3:44:00 PM,Colourful,44,Sunglasses,Accessories,2700,14000,142,Oregon,3.4
567,09/03/2022,2:53:00 PM,New Bashundhara Jewellers,37,Skirt,Clothing,7400,1900,154,Florida,3.9
568,09/03/2022,10:29:00 PM,Eve's Closet,57,Coat,Outerwear,497,90,24,Kansas,3.5
569,09/03/2022,11:20:00 PM,Ritzy Mound,38,Handbag,Accessories,2100,262,47,North Dakota,4.1
570,09/03/2022,8:21:00 PM,Dress Fair & Accessories,21,T-shirt,Clothing,550,59,13,New Hampshire,3.2
571,09/04/2022,9:46:00 PM,Urmy's Corner,45,Sunglasses,Accessories,417,73,9,Texas,4.6
572,09/04/2022,10:10:00 PM,RSJ Collection,68,Shirt,Clothing,744,201,42,Montana,3.9
573,09/04/2022,9:31:00 PM,Modesty By Mithila,37,Hoodie,Clothing,1500,236,63,Delaware,2.7
574,09/05/2022,10:11:00 PM,Exposy,53,Blouse,Clothing,429,80,52,New Hampshire,3
575,09/05/2022,10:03:00 PM,Mahiya's Collection,57,Sneakers,Footwear,329,26,49,Minnesota,3.3
576,09/05/2022,10:30:00 PM,Western Dress Gallery,28,Scarf,Accessories,3100,1600,161,Alaska,2.7
577,09/06/2022,3:00:00 PM,Noor Jewellers BD,37,Jewelry,Accessories,2300,454,53,Connecticut,4.6
578,09/06/2022,8:55:00 PM,BD Natural Collection,54,Pants,Clothing,391,145,27,Connecticut,2.7
579,09/06/2022,4:39:00 PM,BlinqDrobe,49,Sneakers,Footwear,491,146,12,Kansas,2.5
580,09/07/2022,9:24:00 PM,Smart Lingerie,62,Shoes,Footwear,349,233,9,Nevada,4.4
581,09/08/2022,7:52:00 PM,White Color,45,T-shirt,Clothing,563,131,24,Massachusetts,4
582,09/09/2022,11:01:00 PM,Newish,45,Belt,Accessories,2600,3100,125,Indiana,3.8
583,09/09/2022,7:29:00 PM,Eziclick,49,Jewelry,Accessories,4300,1800,375,Washington,2.5
584,09/09/2022,11:43:00 PM,Putul Biye : ????? ????,27,Belt,Accessories,8500,1300,105,Kansas,4
585,09/09/2022,9:23:00 PM,Mon Tresor,63,Belt,Accessories,800,149,29,South Carolina,4.1
586,09/09/2022,7:23:00 PM,ZARA ZONE,61,T-shirt,Clothing,817,105,22,Vermont,2.8
587,09/09/2022,9:15:00 PM,Fashion Avenue,25,Sneakers,Footwear,749,76,14,Wyoming,3.4
588,09/10/2022,12:59:00 PM,Wardrobe Collections,33,Sunglasses,Accessories,635,120,11,Colorado,2.7
589,09/11/2022,7:33:00 PM,Sirah Boutiques,56,Sandals,Footwear,4500,3500,118,West Virginia,3.8
590,09/11/2022,7:13:00 PM,Gaurav Jewellers,50,Handbag,Accessories,307,38,18,Connecticut,4.4
591,09/11/2022,4:20:00 PM,Nurjahan's,45,Socks,Clothing,8200,2600,336,Oregon,2.8
592,09/12/2022,10:30:00 PM,Mahi’s Collection BD,45,Hoodie,Clothing,6000,3100,567,Idaho,5
593,09/12/2022,8:05:00 PM,S.B Collection,65,Sweater,Clothing,5100,4100,189,Arkansas,4.7
594,09/12/2022,8:24:00 PM,RBD.Reliance-??????????,63,Pants,Clothing,4000,1300,63,Kansas,3.2
595,09/12/2022,8:42:00 PM,Emon's Footwear,70,Sneakers,Footwear,675,333,56,Michigan,2.9
596,9/13/2022,10:40:00 PM,Craft & Collection,53,Gloves,Accessories,587,328,32,Arkansas,3.7
597,9/13/2022,9:05:00 PM,Elegance Lifestyle,22,T-shirt,Clothing,1200,105,16,Pennsylvania,4.2
598,9/13/2022,9:36:00 PM,Shoneek's RE,26,Backpack,Accessories,436,131,63,Virginia,3.4
599,9/13/2022,8:34:00 PM,Star Collection bd,23,Coat,Outerwear,1000,356,422,Minnesota,2.9
600,9/13/2022,12:25:00 PM,The Velvet Box,25,Coat,Outerwear,600,204,422,Nevada,3.7
601,9/13/2022,10:41:00 AM,Laptica,69,Sandals,Footwear,931,209,38,Montana,2.7
602,9/14/2022,7:30:00 PM,Diamond Heaven LTD.,36,Backpack,Accessories,2500,967,86,Nebraska,3.2
603,9/14/2022,3:39:00 PM,Colourful,21,Sweater,Clothing,1800,1200,103,Indiana,4.9
604,9/14/2022,10:42:00 PM,Lifestyle Fashion by Ritu Closet,57,Shorts,Clothing,1000,227,30,New Jersey,2.8
605,9/15/2022,4:30:00 PM,Babies Collection,60,Sunglasses,Accessories,2000,1300,115,Wisconsin,4.7
606,9/15/2022,11:29:00 PM,Junayra's Secret,44,Shirt,Clothing,3600,1800,219,Minnesota,3.3
607,9/15/2022,10:30:00 PM,Seerah Stories,31,Shoes,Footwear,3600,2200,110,New Jersey,4.3
608,9/16/2022,3:29:00 PM,Happy Life - Popy & Asif,57,Hat,Accessories,473,94,26,Oklahoma,3.7
609,9/17/2022,9:30:00 PM,Muna's Cake World,39,Scarf,Accessories,4000,2600,103,Wisconsin,4.5
610,9/18/2022,3:34:00 PM,Colourful,48,Belt,Accessories,2500,2300,114,Rhode Island,3.4
611,9/18/2022,10:28:00 PM,Plaboni's Fashion Gallery,42,T-shirt,Clothing,556,608,482,Indiana,2.7
612,9/18/2022,11:11:00 PM,ZARA ZONE,56,Shorts,Clothing,2100,323,102,Vermont,4.4
613,9/17/2022,5:17:00 PM,Fashion n Shade,28,Pants,Clothing,2300,1500,102,Maine,4
614,9/18/2022,5:58:00 PM,A.I Alisha Anaaya,40,Sunglasses,Accessories,3200,1000,42,Alabama,3.2
615,9/18/2022,9:43:00 PM,Glam Atire BD,49,Coat,Outerwear,576,150,111,Alabama,4.2
616,9/19/2022,1:48:00 PM,S.A Corporation,37,Hoodie,Clothing,575,207,14,Idaho,3
617,9/19/2022,12:36:00 PM,Beauty Care,22,Dress,Clothing,1200,141,19,Arkansas,2.8
618,9/19/2022,6:20:00 PM,Ciano,27,Blouse,Clothing,1900,988,58,Ohio,4.9
619,9/19/2022,10:26:00 PM,Your Favourite Aurora Couture,59,Socks,Clothing,1000,145,36,Illinois,4.7
620,9/19/2022,8:05:00 PM,SASA Sparkles,35,Socks,Clothing,2000,412,20,Nevada,4.4
621,9/20/2022,9:49:00 PM,MYOS - ?????,58,Shoes,Footwear,2200,478,67,Texas,3.1
622,9/21/2022,5:20:00 PM,Wardrobe Collections,58,Belt,Accessories,1500,91,37,Nevada,2.6
623,9/21/2022,9:01:00 PM,Emaan,46,Sweater,Clothing,1500,60,14,Oklahoma,3.9
624,9/21/2022,12:49:00 PM,Dream Land Fashion,43,Pants,Clothing,537,329,35,Alabama,2.6
625,9/22/2022,3:34:00 AM,Happy Life - Popy & Asif,39,Scarf,Accessories,879,140,37,South Dakota,4
626,9/22/2022,4:39:00 PM,NUVIA,59,Skirt,Clothing,212,25,11,Texas,4.9
627,9/22/2022,12:34:00 PM,Lisa Online Shop,59,Dress,Clothing,762,230,11,Montana,3.3
628,9/22/2022,3:49:00 PM,Colourful,59,Hat,Accessories,2200,2000,103,Wyoming,3
629,9/22/2022,11:07:00 PM,Clothing BD G I R L A N A,45,Handbag,Accessories,306,78,13,New York,2.7
630,9/23/2022,6:19:00 PM,Diamond Garden,27,Pants,Clothing,762,1700,286,Oregon,3.1
631,9/23/2022,10:37:00 PM,???????-Kushimona,24,T-shirt,Clothing,8000,3400,187,California,4.8
632,9/23/2022,4:26:00 PM,Eziclick,47,Jacket,Outerwear,4300,3700,423,North Carolina,2.9
633,9/23/2022,8:26:00 PM,JAHAN Online Shop BD,70,Scarf,Accessories,4300,2400,180,Kentucky,4.5
634,9/23/2022,11:08:00 PM,Sarafan's Boutique,58,Hat,Accessories,186,68,4,Hawaii,4.6
635,9/24/2022,6:11:00 PM,Diamond Dream,45,Jacket,Outerwear,905,1800,157,Illinois,5
636,9/24/2022,6:49:00 PM,Gaurav Jewellers,24,Skirt,Clothing,1000,239,108,West Virginia,4.3
637,9/24/2022,1:01:00 PM,S.A Corporation,67,Handbag,Accessories,1000,347,14,South Carolina,4.9
638,9/24/2022,5:13:00 PM,Emporium by Ayaat,31,Backpack,Accessories,883,54,26,Montana,4
639,9/25/2022,9:05:00 PM,Unknown,52,Coat,Outerwear,381,97,36,North Dakota,3.1
640,9/25/2022,10:01:00 PM,Harini-?????,29,Belt,Accessories,5100,2900,203,New Mexico,2.6
641,9/26/2022,9:06:00 PM,Black Rose Collection,62,Handbag,Accessories,391,61,7,Missouri,4.9
642,9/26/2022,3:21:00 PM,Happy Life - Popy & Asif,19,Coat,Outerwear,781,103,12,West Virginia,3.5
643,9/26/2022,3:00:00 PM,Noor Jewellers BD,62,Sweater,Clothing,1700,258,20,South Carolina,4.5
644,9/27/2022,11:36:00 PM,NAAZ Dressup,70,Blouse,Clothing,3600,3100,192,West Virginia,2.8
645,9/27/2022,10:30:00 PM,Barakah Gallery,20,Blouse,Clothing,5400,9500,319,Alaska,4.2
646,9/27/2022,4:33:00 PM,NUVIA,67,Belt,Accessories,267,24,9,West Virginia,4.1
647,9/27/2022,5:37:00 PM,Closet,65,Jacket,Outerwear,531,78,11,New Mexico,3.5
648,9/27/2022,6:12:00 PM,Zannat Express,45,Shorts,Clothing,1000,551,453,South Dakota,4
649,9/27/2022,10:10:00 PM,Parizaad,26,Hat,Accessories,764,176,154,Oklahoma,4
650,9/27/2022,10:27:00 PM,Wappi,36,Pants,Clothing,1000,292,45,Oklahoma,2.5
651,9/28/2022,10:08:00 PM,Nobin Alo,36,Blouse,Clothing,664,124,11,Alabama,4.2
652,9/28/2022,9:04:00 PM,Navely Mart,20,Belt,Accessories,299,78,6,Mississippi,3.4
653,9/28/2022,3:44:00 PM,Colourful,30,Handbag,Accessories,1900,2700,162,Mississippi,4.8
654,9/28/2022,11:00:00 PM,Allure Fashion,34,Hoodie,Clothing,469,66,7,Nebraska,4.9
655,9/29/2022,9:14:00 PM,S.A Corporation,63,Jacket,Outerwear,1400,591,24,Colorado,3.6
656,9/29/2022,6:25:00 PM,Wardrobe Collections,18,Scarf,Accessories,2000,85,43,Pennsylvania,4
657,9/29/2022,6:41:00 PM,Milana,55,Jeans,Clothing,509,90,21,Utah,2.6
658,9/29/2022,8:41:00 PM,Korean Trendy Shop,48,Handbag,Accessories,980,121,18,Massachusetts,3.1
659,9/29/2022,11:21:00 PM,Sainika's Fashion House,45,Jacket,Outerwear,2400,1300,103,Iowa,3.6
660,9/29/2022,10:25:00 PM,Roohaniyat Exclusive,29,Hat,Accessories,802,183,33,Florida,4
661,9/30/2022,4:21:00 PM,Eziclick,55,Sneakers,Footwear,2100,452,40,Louisiana,3.9
662,9/30/2022,12:25:00 PM,Lisa Online Shop,55,Hat,Accessories,622,58,12,Kansas,3.9
663,9/30/2022,12:44:00 PM,Labonya's Fahion & Jewellery,55,Socks,Clothing,1000,346,34,Kansas,3.3
664,10/01/2022,8:30:00 AM,Pink Fairy,48,Scarf,Accessories,748,423,475,Kentucky,2.9
665,10/01/2022,11:15:00 PM,Carnesia,42,Socks,Clothing,749,1100,432,New Mexico,3.1
666,10/01/2022,12:31:00 PM,LUXIQUE,21,Hat,Accessories,1400,188,32,North Carolina,4.7
667,10/02/2022,10:25:00 AM,AR Shop,45,Jacket,Outerwear,600,194,172,North Dakota,3.9
668,10/02/2022,10:04:00 PM,Simu Fashion,23,Shorts,Clothing,596,446,460,North Dakota,4.3
669,10/02/2022,9:33:00 PM,Anika's Collection Online BD,66,Blouse,Clothing,615,99,187,Illinois,4.2
670,10/03/2022,10:36:00 PM,Natural by Rumana,32,Coat,Outerwear,891,366,468,Maine,4.3
671,10/03/2022,3:48:00 PM,Colourful,52,Sweater,Clothing,2600,2800,403,Indiana,4.6
672,10/05/2022,10:06:00 PM,Sananda Fashion,54,Handbag,Accessories,107,137,440,North Dakota,3.8
673,10/06/2022,8:50:00 PM,Sharaza,37,T-shirt,Clothing,413,154,60,Missouri,3.3
674,10/07/2022,8:49:00 PM,Fashion by Arora,29,Sandals,Footwear,10000,2400,197,Alaska,3.7
675,10/08/2022,9:10:00 PM,Style Gown Park,47,Gloves,Accessories,216,60,10,North Dakota,4.3
676,10/08/2022,3:00:00 PM,Noor Jewellers BD,47,Shorts,Clothing,1800,284,34,Connecticut,4.1
677,10/09/2022,7:29:00 PM,Sourovi Collections,42,Sandals,Footwear,26000,2600,795,Wisconsin,3.2
678,10/10/2022,12:30:00 PM,Sunnah,34,Backpack,Accessories,11000,15000,150,New Jersey,3.8
679,10/10/2022,10:47:00 AM,Seen Food Bucket,38,Sneakers,Footwear,8700,643,20,Missouri,3.2
680,10/10/2022,10:26:00 PM,Maheroo Collection,55,Sunglasses,Accessories,157,52,3,California,3.5
681,10/10/2022,8:24:00 PM,Star Collection bd,27,T-shirt,Clothing,409,369,18,Washington,3.1
682,10/10/2022,10:16:00 PM,Tamaz BD,55,Jeans,Clothing,492,82,5,Minnesota,4.2
683,10/10/2022,6:10:00 PM,Carnesia,66,Shirt,Clothing,456,313,22,California,3.4
684,10/10/2022,10:22:00 PM,S.A Corporation,44,Hat,Accessories,811,272,17,Texas,3.5
685,10/11/2022,4:25:00 PM,Elham,39,Blouse,Clothing,20000,4400,701,Montana,4
686,10/11/2022,10:08:00 PM,Fashion Zone,23,Jacket,Outerwear,229,66,6,Arizona,4.4
687,10/11/2022,7:35:00 PM,Attire,29,Skirt,Clothing,250,127,138,Minnesota,2.9
688,10/11/2022,8:36:00 PM,Garish,20,Gloves,Accessories,2500,641,110,Nebraska,3.6
689,10/12/2022,11:35:00 PM,Lisa Online Shop,42,T-shirt,Clothing,1100,174,19,Virginia,4.4
690,10/12/2022,11:24:00 PM,Khandani Khanapina,55,Jacket,Outerwear,184,62,62,Connecticut,4.5
691,10/12/2022,11:28:00 AM,Wardrobe Collections,66,Jacket,Outerwear,1000,54,38,New Jersey,3.8
692,10/12/2022,11:05:00 AM,Fashion on BD,24,Shorts,Clothing,7400,3600,145,Kentucky,3.6
693,10/13/2022,4:02:00 PM,Amanat Fashion World,62,Hat,Accessories,1000,309,504,Washington,4.3
694,10/13/2022,10:57:00 PM,Maishaï¿½s-Raiment,28,Handbag,Accessories,284,78,8,Florida,4
695,10/13/2022,3:42:00 AM,Clothing Express,30,Jeans,Clothing,691,99,17,Oklahoma,3.4
696,10/13/2022,3:41:00 PM,Naz Couture,22,Shoes,Footwear,4200,9600,773,Iowa,4.4
697,10/14/2022,3:42:00 PM,Colourful,28,T-shirt,Clothing,1900,3600,388,New Hampshire,2.8
698,10/14/2022,4:37:00 PM,Gaurav Jewellers,35,Jewelry,Accessories,881,111,23,Georgia,2.8
699,10/14/2022,10:38:00 PM,Osun Lifestyle,45,Handbag,Accessories,4900,1600,85,Mississippi,4.9
700,10/14/2022,10:56:00 PM,Cape Town Fashion House,43,Shirt,Clothing,2400,3100,383,New Hampshire,4.2
701,10/15/2022,9:28:00 PM,S.A Corporation,55,Belt,Accessories,857,332,60,Washington,2.9
702,10/15/2022,3:37:00 PM,Colourful,31,Dress,Clothing,1700,4000,361,Ohio,4.6
703,10/15/2022,9:29:00 PM,Farmasi Bangladesh,42,Skirt,Clothing,353,219,161,Maryland,2.8
704,10/16/2022,7:38:00 PM,Annisa Fashion World,40,Blouse,Clothing,470,122,484,Delaware,2.6
705,10/16/2022,10:14:00 PM,Urmy's Corner,39,Jeans,Clothing,508,88,26,Tennessee,3.5
706,10/16/2022,5:27:00 PM,Gaurav Jewellers,41,Hoodie,Clothing,229,159,392,Arkansas,3.5
707,10/16/2022,8:30:00 PM,S.A Corporation,56,T-shirt,Clothing,312,156,18,Tennessee,3.4
708,10/16/2022,1:51:00 PM,Lisa Online Shop,43,Sunglasses,Accessories,361,154,9,New Hampshire,3.9
709,10/16/2022,3:31:00 PM,Colourful,22,Jacket,Outerwear,5600,5600,530,Minnesota,3.3
710,10/16/2022,11:14:00 PM,Bonolota,47,Shoes,Footwear,124,22,11,Florida,4.1
711,10/16/2022,11:30:00 PM,My Store,50,Handbag,Accessories,2900,1300,129,Tennessee,3
712,10/16/2022,7:49:00 PM,Shadow/??????,58,Sweater,Clothing,1400,1100,40,California,3
713,10/17/2022,11:15:00 PM,AHLAM Matjar,50,Scarf,Accessories,4500,1600,72,Oregon,3.2
714,10/17/2022,11:02:00 PM,Nazia's Kitchen,43,Skirt,Clothing,4800,1500,21,Tennessee,3.9
715,10/17/2022,10:35:00 PM,Tungobee,38,Gloves,Accessories,490,85,13,North Carolina,3.6
716,10/18/2022,10:22:00 PM,???? ????,44,T-shirt,Clothing,14000,2900,126,Tennessee,3.1
717,10/18/2022,10:03:00 PM,Mehek,30,Sandals,Footwear,537,101,13,Nebraska,4.8
718,10/18/2022,11:15:00 PM,Blessed Hand Bakery,47,Sweater,Clothing,1000,188,14,Maine,3.8
719,10/19/2022,8:36:00 PM,Exclusive Fashion,30,Belt,Accessories,184,89,5,Illinois,2.8
720,10/19/2022,4:53:00 PM,Tahoor,49,Hoodie,Clothing,2300,3600,365,Colorado,4
721,10/19/2022,10:04:00 PM,Buy Your Dream,56,Socks,Clothing,350,38,1,Pennsylvania,4.6
722,10/20/2022,7:04:00 PM,Emporium Uttara,70,Sandals,Footwear,1400,125,50,Minnesota,3.5
723,10/20/2022,10:07:00 PM,Popiya Styles,22,Blouse,Clothing,4900,1700,208,Nevada,3.7
724,10/20/2022,9:54:00 PM,Mini Thailand,51,Boots,Footwear,773,108,32,Connecticut,4.9
725,10/20/2022,1:11:00 PM,Sathis Collection,22,Hat,Accessories,585,168,24,Ohio,4.1
726,10/21/2022,4:46:00 AM,Vinayak Gold & Diamond Garden,37,Shirt,Clothing,4500,403,48,Kentucky,4.6
727,10/21/2022,10:30:00 PM,Sunnah,49,Shorts,Clothing,6900,2000,43,Minnesota,4.5
728,10/22/2022,9:59:00 PM,MatliYaa ALMaaz,61,Handbag,Accessories,580,124,28,Tennessee,5
729,10/23/2022,9:54:00 PM,Cloth Zone By Prema,41,Dress,Clothing,585,122,3,North Dakota,3.8
730,10/23/2022,10:51:00 PM,Clothing Express,57,Hat,Accessories,536,181,18,Minnesota,4.7
731,10/23/2022,11:55:00 PM,Aohon Barri,34,Sweater,Clothing,901,268,431,Nebraska,2.8
732,10/23/2022,11:00:00 PM,Hizabaya,27,Coat,Outerwear,3500,1600,87,Delaware,2.6
733,10/23/2022,2:34:00 PM,Shopping Mela.com,39,Hoodie,Clothing,274,138,23,Minnesota,3.8
734,10/23/2022,8:29:00 PM,Dream Wave,62,Jewelry,Accessories,386,44,1,Rhode Island,2.8
735,10/24/2022,10:09:00 PM,Sauda's Attire,34,T-shirt,Clothing,624,75,18,Michigan,2.6
736,10/25/2022,11:44:00 PM,Unique Fashion,53,Pants,Clothing,1300,284,401,New Jersey,3.4
737,10/25/2022,5:08:00 PM,????? ?????????,35,Sweater,Clothing,17000,756,595,South Dakota,4.5
738,10/26/2022,9:31:00 PM,???? ????,38,Pants,Clothing,1900,1100,27,North Carolina,3.8
739,10/26/2022,5:00:00 PM,Kerchief,32,Socks,Clothing,80000,6900,2500,Oregon,3
740,10/27/2022,3:21:00 PM,Borsha Creation,47,Hoodie,Clothing,306,260,468,Montana,3.7
741,10/28/2022,12:19:00 PM,Aohon Bari,53,Scarf,Accessories,1500,390,592,New Jersey,4.4
742,10/28/2022,5:54:00 AM,Fashion Factory,60,Dress,Clothing,438,49,16,Arizona,3.1
743,10/29/2022,12:19:00 PM,Kiinto,31,Sandals,Footwear,10000,4600,1400,Vermont,4.2
744,10/29/2022,11:07:00 AM,SkinWish,44,Dress,Clothing,966,476,7,Colorado,3.1
745,10/30/2022,7:25:00 PM,FIMA,29,Pants,Clothing,948,218,23,Tennessee,5
746,10/30/2022,9:04:00 PM,Glam Traders BD,19,Blouse,Clothing,415,357,53,New Jersey,2.7
747,10/31/2022,10:00:00 PM,Trendy Corner,54,Jeans,Clothing,544,72,2,Montana,3.8
748,10/31/2022,7:10:00 PM,Sananda Fashion,40,Pants,Clothing,589,58,23,Montana,3.3
749,10/31/2022,10:49:00 PM,Aohon Bari,39,Sunglasses,Accessories,722,300,989,Nevada,4.8
750,10/31/2022,10:17:00 PM,ZeluXia BD,44,Backpack,Accessories,461,359,14,Nevada,3.4
751,10/31/2022,8:40:00 PM,Sajugujo,22,Hoodie,Clothing,1000,215,94,Louisiana,4.4
752,11/01/2022,12:23:00 PM,Jotey,30,Boots,Footwear,9900,6300,3200,Illinois,3.9
753,11/01/2022,12:00:00 PM,Easy World Fashion,69,Gloves,Accessories,5800,1900,125,South Carolina,3.9
754,11/01/2022,8:30:00 PM,NADIA BORKA HOUSE,28,Blouse,Clothing,26000,4600,850,Washington,4.2
755,11/01/2022,12:47:00 PM,PariSanny,57,Sweater,Clothing,1200,539,23,Nebraska,4
756,11/02/2022,10:19:00 AM,Tm Fashion House,46,Dress,Clothing,2100,6100,2000,Alabama,2.6
757,11/02/2022,9:22:00 PM,SANAM Collection,48,Socks,Clothing,2000,7500,1800,Montana,4.4
758,11/02/2022,3:25:00 PM,SANY FOOTWEAR,24,Shirt,Clothing,5400,11000,2000,Minnesota,3.2
759,11/02/2022,8:34:00 PM,Chinese Fashion Hub,50,Sandals,Footwear,394,66,9,Ohio,4.3
760,11/02/2022,11:09:00 PM,Mahis Collection BD,29,Shoes,Footwear,14000,3000,597,New York,4.9
761,11/02/2022,12:37:00 PM,Rizly Mound,61,Sandals,Footwear,893,360,54,Indiana,3.8
762,11/03/2022,7:09:00 AM,Moumita's gleam,34,Gloves,Accessories,2400,9200,2000,Delaware,2.5
763,11/03/2022,8:55:00 PM,Maisha's-Raiment,27,Boots,Footwear,350,64,14,Connecticut,4.9
